ITEM,Description,short desc,DESC,loc,STOCK,BOX,MC,BN# 1,categoria,barcode
5010548,Phomemo D30 BK/WH 14x50mm,DP1450-130,DP1450-130,1.7A,0,,,,LABELS,89100459490
5010700,Maiwo K308C HDD Docking Statio,K308C,K308C,1.7A,0,,,,ACCESSORIE,6.92E+12
5008392,OEM HP Battery JC04,JC04XX,JC04XX,1.7A,0,,,,LAPTOPBATT,32432434234214Q4234
5010745,NinjaBatt HP JC04 Battery,JC04,JC04,1.7A,0,,,,LAPTOPBATT,B084HJNC3M
5010934,Samsung Galaxy Tab A9+ 5G GP,SM-X216B,SM-X216B,1.7A,0,,,,TABLET,8.81E+12
5010961,Pristar TZe-231 12mm Labels WH,UB-231,UB-231,1.7A,0,,,,LABELS,2-101860
5011002,Miliya Band for Xiaomi Band 9,X004GXBLJH,X004GXBLJH,1.7A,0,,,,ACCESSORIE,X004GXBLJH
5011001,"JETech Tab A9 8.7"" Case BK",X003ZYEBIB,X003ZYEBIB,1.7A,0,,,,TABLETCASE,X003ZYEBIB
5011000,"JETech Tab A9 8.7"" Case NY",X003ZYE5V9,X003ZYE5V9,1.7A,0,,,,TABLETCASE,X003ZYE5V9
5011018,Epson 544 Black,C13T00N12A,C13T00N12A,1.7A,0,,,,INK CARTRI,10343941977
5011020,Epson 544 Magenta,C13T00N32A,C13T00N32A,1.7A,0,,,,INK CARTRI,10343941991
5011021,Epson 544 Yellow,C13T00N42A,C13T00N42A,1.7A,0,,,,INK CARTRI,10343942004
5011019,Epson 544 Cyan,C13T00N22A,C13T00N22A,1.7A,0,,,,INK CARTRI,10343941984
5011201,"Betckey Zebra Label 2.25""x1.2""",225125,225125,5.2B,30,3,10,,LABELS,2-101916
5011336,Crucial 64GB DDR5 RAM,CT2K32G56C46S5,CT2K32G56C46S5,1.7A,0,,,,MEMORY,6.50E+11
5011337,SKhynix 32GB DDR5 RAM,HMCG88AHBVA327,HMCG88AHBVA327,1.7A,0,,,,MEMORY,2-101996
5011339,Crucial 16GB DDR5-5600 SODIMM,CT16G56C46S5,CT16G56C46S5,1.7A,0,,,,MEMORY,2-101997
5011360,"Generic 14"" Privacy Screen",14PrivScr,14PrivScr,1.7A,0,,,,ACCESSORIE,2-102007
5009378,Seagate 1TB Expansion USB3.0,STKM1000400,STKM1000400,1.7B,0,,,,EXT HD,7.64E+11
5004866,"15.6"" Ultra Slim LED Screen Gl",156U30GHD,156U30GHD,1.7B,0,,,,PARTS,2-100497
5006290,"15.6"" Ultra Slim LED Screen Ma",156U30MHD,156U30MHD,1.7B,0,,,,PARTS,2-100455
5008629,"15.6"" Borderless Led Screen Ma",LM156LF5L04,LM156LF5L04,1.7B,0,,,,PARTS,2-100859
5004592,Imation DVD-R 16X 25's,S1122,S1122,1.7B,0,,,,CD/DVD MED,51122173400
5005158,LiteOn DVDRW External Black,eBAU108-11,eBAU108-11,1.7B,0,,,,OPTICALDEV,8.44E+11
5005304,"WD Red 2TB 3.5"" HDD",WD20EFRX,WD20EFRX,1.7B,0,,,,HARD DRIVE,2-100415
5007363,"WD Purple 8TB 3.5"" HDD",WD81PURZ,WD81PURZ-85LWMY0,1.7B,0,,,,HARD DRIVE,2-100579
5007538,LiteOn DVDRW External Black,ES1-01,ES1-01,1.7B,0,,,,OPTICALDEV,8.44E+11
5007753,Xiaomi Mi Band 4 Smart Watch,MGW4052GL,MGW4052GL,1.7B,0,,,,SMARTWATCH,6.93E+12
5002207,Acer Aspire Keyboard 5xxx,X000C47K1H,,1.7B,0,,,,PARTS,X000C47K1H
5003330,Crucial 4GB DDR2-800 SODIMM,CT51264AC800,CT51264AC800,1.7B,0,,,,MEMORY,6.50E+11
5006619,Kingston 16GB DDR4-2400 DIMM,KVR24N17D8/16,KVR24N17D8/16,1.7B,0,,,,MEMORY,7.41E+11
5007141,Kingston DTDUO3C/64GB DUO,DTDUO3C/64GB,DTDUO3C/64GB,1.7B,0,,,,FLMEMUSB,7.41E+11
5008933,Amazon AAA 5PK Batteries,LR03-5PK,LR03-5PK,1.7B,41,1,,,BATTERIES,2-100926
5009229,Motoma LR44 Ag13 1.5V 2p,AG13-10B,AG13-10B,1.7B,0,,,,BATTERIES,6.94E+12
5009230,Motoma CR2032 3V Lithium,CR2032-5B,CR2032-5B,1.7B,0,,,,BATTERIES,6.94E+12
5009232,Motoma Alkaline 23AE 12V,LR23A-5B,LR23A-5B,1.7B,0,,,,BATTERIES,6.94E+12
5009250,"14.0"" LED Screen Matte 30pin",NT140WHM-N34,NT140WHM-N34,1.7B,0,,,,PARTS,2-101082
5009606,Dell DVDRW External Black,DW316,DW316,1.7B,0,,,,OPTICALDEV,8.84E+11
5009641,Mushkin Element 256GB SSD,MKNSSDEL256GB,MKNSSDEL256GB,1.7B,0,,,,HARD DRIVE,8.47E+11
5009642,Mushkin Element 512GB SSD,MKNSSDEL512GB,MKNSSDEL512GB,1.7B,0,,,,HARD DRIVE,8.47E+11
5009643,Mushkin Helix-L 1TB PCIe NVM,MKNSSDEV1TB-D8,MKNSSDEV1TB-D8,1.7B,0,,,,HARD DRIVE,8.47E+11
5009644,Mushkin 8GB DDR4-3200 UDIMM,MRE4U320NNNF8G,MRE4U320NNNF8G,1.7B,0,,,,MEMORY,8.47E+11
5009646,Kingston 16GB DDR4-3200 UDIMM,KVR32N22S8/16,KVR32N22S8/16,1.7B,0,,,,MEMORY,7.41E+11
5009649,Kingston 16GB DDR4-2666 SODIMM,KVR26S19S8/16,KVR26S19S8/16,1.7B,0,,,,MEMORY,7.41E+11
5009650,Crucial 8GB DDR4-3200 UDIMM,CT8G4DFRA32A,CT8G4DFRA32A,1.7B,0,,,,MEMORY,6.50E+11
5009651,Crucial 8GB DDR4-3200 SODIMM,CT8G4SFRA32A,CT8G4SFRA32A,1.7B,0,,,,MEMORY,6.50E+11
5009652,Crucial 16GB DDR4-3200 UDIMM,CT16G4DFRA32A,CT16G4DFRA32A,1.7B,0,,,,MEMORY,6.50E+11
5009653,Crucial 16GB DDR4-3200 SODIMM,CT16G4SFRA32A,CT16G4SFRA32A,1.7B,0,,,,MEMORY,6.50E+11
5009654,Crucial 8GB DDR4-2666 UDIMM,CB8GU2666,CB8GU2666,1.7B,0,,,,MEMORY,6.50E+11
5009655,Crucial 16GB DDR4-2666 SODIMM,CB16GS2666,CB16GS2666,1.7B,0,,,,MEMORY,6.50E+11
5009656,Crucial 8GB DDR4-2666 SODIMM,CB8GS2666,CB8GS2666,1.7B,0,,,,MEMORY,6.50E+11
5009657,Kingston 8GB DDR3-1600 SODIMM,KVR16S11/8WP,KVR16S11/8WP,1.7B,0,,,,MEMORY,7.41E+11
5009658,Kingston 32GB DDR4-3200 UDIMM,KVR32N22D8/32,KVR32N22D8/32,1.7B,0,,,,MEMORY,7.41E+11
5009659,Kingston 32GB DDR4-3200 SODIMM,KVR32S22D8/32,KVR32S22D8/32,1.7B,0,,,,MEMORY,7.41E+11
5009693,Seagate 16TB Expansion Desktop,STKP16000400,STKP16000400,1.7B,0,,,,EXT HD,7.64E+11
5009698,Seagate Barracuda 8TB 3.5 SATA,ST8000DM004,ST8000DM004,1.7B,0,,,,HARD DRIVE,2-101257
5009694,Seagate IronWolf 8TB NAS 3.5,ST8000VN004,ST8000VN004,1.7B,0,,,,HARD DRIVE,8.72E+12
5009697,Seagate IronWolf 4TB NAS 3.5,ST4000NE001,ST4000NE001,1.7B,0,,,,HARD DRIVE,2-101256
5009696,LaCie 4TB Rugged Mini USB3.0,LAC9000633,LAC9000633,1.7B,0,,,,EXT HD,3.66E+12
5009700,Tenda 4G Mobile Hotspot,4G185,4G185,1.7B,0,,,,ROUTER,8.85E+11
5009701,Xiaomi Mi Watch Lite Straps,Xiaomi Mi Starp,,1.7B,0,,,,ACCESSORIE,2-101260
5008892,Sandisk Extreme Pro Card 128GB,SDSQXCY-128G-GN,SDSQXCY-128G-GN6MA,1.7B,0,,,,FLMEM,SDSQXCY-128G
5009760,STREBITO 142pc Screwdriver Set,GY-001,GY-001,1.7B,0,,,,TOOLS,X002RNOW7L
5009761,Kaisi 70pc Screwdriver Set,KS-2070B,KS-2070B,1.7B,0,,,,TOOLS,X0022QFUAV
5009759,Samsung 980 Pro SSD 1TB,MZ-V8P1T0CW,MZ-V8P1T0CW,1.7B,0,,,,HARD DRIVE,8.87E+11
5009762,NinjaBatt Dell M5Y1K Battery,M5Y1K,DE15UR-4-NINJ,1.7B,0,,,,LAPTOPBATT,B071VMWKWL
5009765,"Kindle 11th Gen 6"" 16GB Denim",B09SWV3BYH,B09SWV3BYH,1.7B,0,,,,TABLET,8.40E+11
5009766,"Kindle Paperwh 6.8"" 16GB Black",B09TMN58KL,B09TMN58KL,1.7B,0,,,,TABLET,8.40E+11
5005974,Kingston 240GB SSDNow A400,SA400S37/240G,SA400S37/240G,1.7B,0,,,,HARD DRIVE,7.41E+11
5009787,NinjaBatt HT03XL L11119-855 La,HT03XL,HT03XL,1.7B,0,,,,LAPTOPBATT,B0D3QH1LQJ
5009794,Zebra USB DS9908 Barcode Scann,DS9908-SR4U2100,DS9908-SR4U2100AZW,1.7B,0,,,,POS DEV,8.44E+11
5009853,Eth - HDMI Ext Cat5/6 60M,HDMI-EXTC,HDMI-EXTC,1.7B,0,,,,VIDEO,2-101328
5009848,Libre Computer Board ROC-RK332,ROC-RK3328-CC,ROC-RK3328-CC,1.7B,0,,,,COMPUTER,2-101326
5009849,GenBasic WiFi 4 USB Dongle,GenBasic WiFi 4,,1.7B,0,,,,NETWORKING,2-101327
5009850,Libre 32GB eMMC 5.x Module,Libre 32GB eMMC,Libre 32GB eMMC 5.x Module,1.7B,0,,,,HARD DRIVE,X001MKJ9O1
5009851,LoveRPi Active Cooling Case,LoveRPi Active,LoveRPi,1.7B,0,,,,ACCESSORIE,6.48E+11
5009852,Heatsink for ROC- RK3328-CC,Heatsink for RO,,1.7B,0,,,,COOLING DE,X001OGYNXP
5009866,Minisopuru 4 Ports USB C Hub,UCH803,UCH803,1.7B,0,,,,USB DEVICE,X003A055ZD
5009865,Beelink SER5 5500U,SER5,SER5,1.7B,0,,,,COMPUTER,X0037UCDAL
5009868,HID 4500 Fingerprint Reader,88003-001,88003-001,1.7B,0,,,,SECURITY,X002TWM2HH
5009867,V58 Voice Recorder 32GB,V58,V58,1.7B,0,,,,AUDIO,2-101334
5009890,Zebra Label 2.25x1.25,ECOTHERM15126-6,ECOTHERM15126-6,1.7B,0,,,,LABELS,2-101337
5009896,GD Brand Thermal Paste GD-2 1g,GD-2-SY1,GD-2-SY1,1.7B,0,,,,ACCESSORIE,6.94E+12
5009893,BOYA iOS Wrls Lavalier 2 Mic,BY-V2,BY-V2,1.7B,0,,,,ACCESSORIE,6.97E+12
5009892,USB 3.0 Slim External DVD RW,DVD,,1.7B,0,,,,OPTICALDEV,X0020MVGYV
5009894,"Betckey Zebra Label 4""x2""",ZB400200,ZB400200,1.7B,0,,,,LABELS,2-101340
5009895,"Aegis Zebra Label 2""x1""",LB-DT0201,LB-DT0201,1.7B,0,,,,LABELS,2-101341
5009970,Velcro Cables Ties 10pc,Velcro Ties 10p,Velcro Ties 10pcs,1.7B,0,,,,NETWORKING,X002SGGMDT
5009703,HP Power Changer to Blue Tip,A-04-01-04,SP001,1.7B,0,,,,AC ADAPTER,SP001
5010069,DYMO LetraTag LT-100H Label Ma,1782120,1782120,1.7B,0,,,,PRINTER,2-101750
5010070,Energizer AAAA Batteries 6Pk,"AAAA,6","AAAA,6",1.7B,0,,,,BATTERIES,2-101442
5010105,Accessory Pouch,Accessory Pouch,,1.7B,0,,,,SLEEVE,2-101452
5010284,Zebra Label 2.25x1.25 1135 lbl,ECOTHERM14103-4,ECOTHERM14103-4,1.7B,0,,,,LABELS,2-101538
5010368,"Betckey 2.4"" x 3.9"" DK-1202",DK-1202,DK-1202,1.7B,0,,,,LABELS,2-101746
5010369,"Betckey DK-2205 2.4"" x 100'",DK-2205,DK-2205,1.7B,0,,,,LABELS,2-101745
5010370,"Betckey 2.25"" x 1.2"" Zebra",ThermalLabels,ThermalLabels,1.7B,0,,,,LABELS,2-101564
5010549,Phomemo D30 Label Maker WH,HN-D30-WH,HN-D30-WH,1.7B,0,,,,PRINTER,88750890147
5010550,Phomemo D30 Label Maker GR,HN-D30-GR,HN-D30-GR,1.7B,0,,,,PRINTER,99127420761
5010328,Energizer 2032 CR2032 1's,ECRN2032,ECRN2032,1.7B,0,,,,BATTERIES,39800138866
5010742,NinjaBatt Battery for HP,LK03XLPRO,LK03XLPRO,1.7B,0,,,,LAPTOPBATT,B0D3QGTXMV
5010743,NinjaBatt Battery Macbook Pro,A1713,A1713,1.7B,0,,,,LAPTOPBATT,2-101806
5010744,A-Tech 8GB DDR5-5600 SODIMM,X0042O3TJF,X0042O3TJF,1.7B,0,,,,MEMORY,X0042O3TJF
5010780,HOLLYLAND Lark C1 Duo USB-C,Lark C1 Duo C,Lark C1 Duo C,1.7B,0,,,,MICROPHONE,6.97E+12
5010942,"Betckey 2"" x 1"" Zebra Labels",200100,200100,5.2B,8,1,,,LABELS,2-101853
5010943,"Betckey 1.25""x 1"" Zebra Labels",125100,1250100,1.7B,0,,,,LABELS,2-101854
5009527,Crucial X6 500GB Portable SSD,CRU-CT500X6SSD9,CRU-CT500X6SSD9,1.7C,0,,,,EXT HD,6.50E+11
5010471,Crucial X9 1TB Portable SSD,CT1000X9SSD9,CT1000X9SSD9-TH,1.7C,0,,,,EXT HD,6.50E+11
5009773,M.2 to SATA Adapter,M.2toSATA,M.2toSATA,1.7C,0,,,,ACCESSORIE,ZRPC051
5003571,Energizer ECR2032 3V Lithium,ECR2032,ECR2032,1.7C,0,,,,BATTERIES,39800088598
5009363,Seagate 2TB Expansion USB3,STKM2000400,STKM2000400,1.7C,0,,,,EXT HD,7.64E+11
5008765,Seagate Expansion 4TB,STKM4000400,STKM4000400,1.7C,0,,,,EXT HD,7.64E+11
5008394,OEM Acer Aspire 3 Keyboard,SX150702A-US,SX150702A-US,1.7C,0,,,,PARTS,SX150702A-US
5007113,Seagate Expansion 2TB USB3.0,STEA2000400,STEA2000400,1.7C,0,,,,EXT HD,7.64E+11
5005534,Sony AA 2PK Recharge,NH-AA-B2GN,NH-AA-B2GN,1.7C,0,,,,BATTERIES,8562017252
5005535,Sony AA 4PK Recharge,NH-AA-B4GN,NH-AA-B4GN,1.7C,0,,,,BATTERIES,8562017283
5005536,Sony AA 2PK Recharge 1000mAh,NH-AA-B2RN,NH-AA-B2RN,1.7C,0,,,,BATTERIES,8562011571
5005982,PKCell Lithium CR1616,CR1616,CR1616,1.7C,0,,,,BATTERIES,6.94E+12
5006098,PKCELL CR2016 3V Lithium,CR2016,CR2016,1.7C,0,,,,BATTERIES,6.94E+12
5006099,PKCELL CR2025 3V Lithium,CR2025,CR2025,1.7C,0,,,,BATTERIES,6.94E+12
5007393,GloFX CR1616 Lithium Battery,CR1616,CR1616,1.7C,0,,,,BATTERIES,6.48E+11
5007431,Sony CR2025 3V Lithium,CR2025,CR2025,1.7C,0,,,,BATTERIES,8562007635
5007433,Sony CR2016 3V Lithium,CR2016,CR2016,1.7C,0,,,,BATTERIES,8562007628
5007920,WD SSD Green 1TB 7mm,WDS100T2G0A,WDS100T2G0A,1.7C,0,,,,HARD DRIVE,7.18E+11
5008470,Energizer AAA 4PK Batteries,E92WP-4,E92WP-4,1.7C,0,,,,BATTERIES,2-100799
5008471,Enerizer Lithium CR1620,ECR1620,ECR1620,1.7C,0,,,,BATTERIES,39800040459
5008473,Energizer A23 12V Battery 2's,A23BPZ-2,A23BPZ-2,1.7C,0,,,,BATTERIES,39800110091
5008498,PKCell Lithium CR1632,CR1632,CR1632,1.7C,0,,,,BATTERIES,6.94E+12
5008845,"WD Blue 4TB 3.5"" SATA",WD40EZAZ,WD40EZAZ,1.7C,0,,,,HARD DRIVE,7.18E+11
5008846,"WD Blue 2TB 3.5"" SATA",WD20EZAZ,WD20EZAZ,1.7C,0,,,,HARD DRIVE,7.18E+11
5008865,Duracell AA 4PK Batteries,MN1500BKD,MN1500BKD,1.7C,0,,,,BATTERIES,2-100912
5006271,Eco Juice AAA 4PK Recharge,4798WM,4798WM,1.7C,0,,,,BATTERIES,8.41E+11
5009734,Grandstream Outdoor GWN7605 AP,GWN7605,GWN7605,1.7C,0,,,,NETWORKING,6.95E+12
5009738,Ubiquiti UniFi U6-Mesh,U6-Mesh,U6-Mesh,1.7C,0,,,,NETWORKING,8.10E+11
5009946,VANKYO Leisure 410 FHD Project,Leisure 410XX W,Leisure 410XX WHITE,1.7C,0,,,,PROJECTOR,6.86E+11
5009728,VCE HDMI (F) (M) Adapt,X001PIMW3Z,X001PIMW3Z,1.7C,0,,,,CONNECTORS,X001PIMW3Z
5010112,Dell WDX0R Battery,WDX0R,WDX0R,1.7C,0,,,,LAPTOPBATT,2-101749
5010113,M.2 to SATA Adapter,TSR579-Black,TSR579-Black,1.7C,0,,,,ACCESSORIE,7.15E+11
5010282,Generic USB Slot-loading DVDRW,USB3.0DVD-ROM,USB3.0DVD-ROM,1.7C,0,,,,CD/DVD MED,2-101537
5010283,Arctic MX-6 Thermal Comp 2g,AVTCP00079A,AVTCP00079A,1.7C,0,,,,COOLING DE,8.40E+11
5010323,Panasonic CR2025 3 V Lithium,Panasonic CR202,Panasonic CR2025,1.7C,0,,,,BATTERIES,8.89E+12
5010324,ACDelco AAA Bat Alk 5pc,ACDelco AAA Bat,ACDelco AAA Batteries,1.7C,0,,,,BATTERIES,2-101748
5010429,WD MyPassport 4TB USB3.2 RD,WDBPKJ0040BRD,WDBPKJ0040BRD-WESN,1.7C,0,,,,EXT HD,7.18E+11
5010430,WD MyPassport 4TB USB3.2 BL,WDBPKJ0040BBL,WDBPKJ0040BBL-WESN,1.7C,0,,,,EXT HD,7.18E+11
5010432,Sabrent USB 3.0 Card Reader,CR-T2MS-GRY,CR-T2MS-GRY,1.7C,0,,,,ACCESSORIE,2-101741
5010454,Cruxer TZe-231 12mm Label,TC-AZE-231,TC-AZE-231,1.7C,0,,,,LABELS,TC-AZE-231
5010535,Fire Max 11 (2023 Gen13) GY,B0B1VQ1ZQY,B0B1VQ1ZQY,1.7C,0,,,,TABLET,8.40E+11
5010601,PGSONIC CR2450 3V,PG-CR2450,PG-CR2450,1.7C,0,,,,BATTERIES,2-101631
5010602,Amazon Basics AAAA Batt 8PK,AAAA/LR16,AAAA/LR16,1.7C,0,,,,BATTERIES,8.42E+11
5010609,HP HT03XL Laptop Battery,HP-HT03XL,HP-HT03XL,1.7C,0,,,,LAPTOPBATT,2-101632
5010624,Energizer AAAA 1.5V Battery,EN96 LR61,EN96 LR61,1.7C,0,,,,BATTERIES,2-101644
5010664,NinjaBatt Battery for Dell J1K,DE15R-6-NINJ,DE15R-6-NINJ,1.7C,0,,,,LAPTOPBATT,2-101677
5010325,ACDelco AA Bat Alk 5pc,ACDelco AA Bat,ACDelco AA Batteries,1.7C,14,1,,,BATTERIES,6.96E+11
5011052,Amazon Kindle 16GB 11th Gen BL,B0CNV9F72P,B0CNV9F72P,1.7C,0,,,,TABLET,B0CNV9F72P
5011097,Band for Xiaomi Smart Band 9 B,DZ2304251A02,DZ2304251A02,1.7C,0,,,,ACCESSORIE,DZ2304251A02
5011211,Phomemo D30 Label Maker BK,HN-D30-BK,HN-D30-BK,1.7C,0,,,,PRINTER,2-101917
5011212,Phomemo D30 Tape 14x30mm,DNP1430-210TT-R,DNP1430-210TT-RF,1.7C,0,,,,LABELS,10201501537
5011213,Phomemo D30 Tape 12.5x74+35mm,DNXL12.574-35-6,DNXL12.574-35-65-RF,1.7C,0,,,,LABELS,10201501627
5011214,Phomemo D30 Tape 14x50mm,DNP1450-130-RF,DNP1450-130-RF,1.7C,0,,,,LABELS,10201501552
5011215,Phomemo D30 Tape 15x50mm,DNP1550-130-RF,DNP1550-130-RF,1.7C,0,,,,LABELS,10201501568
5011216,Phomemo D30 Tape 14x60mm,DNP1460-110-RF,DNP1460-110-RF,1.7C,0,,,,LABELS,10201501558
5011217,Mini Mic Pro Dual Pros,Mini Mic Pro Du,Mini Mic Pro,1.7C,0,,,,MICROPHONE,7.15E+11
5011218,Hollyland Lark A1 Mini Duo,Hollyland Lark,Hollyland Lark,1.7C,0,,,,MICROPHONE,X004NA3691
5005023,PKCELL CR2032 3V Lithium 1's,ECR2032,ECR2032,1.7C,0,,,,BATTERIES,6.94E+12
5010329,Energizer Alkaline 9v,Energizer Alkal,Energizer Alkaline 9v,1.7C,86,1,,,BATTERIES,1.00E+13
5009369,Kingston XS2000 1TB SSD,SXS2000/1000G,SXS2000/1000G,1.7D,0,,,,EXT HD,7.41E+11
5007502,Corsair TM30 Thermal Paste,CT-9010001-WW,CT-9010001-WW,1.7D,0,,,,COOLING DE,8.44E+11
5010431,Kingston XS2000 2TB SSD,SXS2000/2000G,SXS2000/2000G,1.7D,0,,,,EXT HD,7.41E+11
5008935,Eyoyo Mini BT Barcode Scanner,Eyoyo Mini 1D,Eyoyo Mini 1D,1.7D,0,,,,POS DEV,X002C68KIF
5008964,NETUM C750 Barcode Scanner,C750,C750,1.7D,0,,,,POS DEV,B0855MQ9Y6
5009231,MotomLR03 AAA ALKALINE 1.5V P4,LR03-4B,LR03-4B,1.7D,0,,,,BATTERIES,6.94E+12
5005532,Sony Alkaline AAA 2PK,AM4-B2D,AM4-B2D,1.7D,0,,,,BATTERIES,8562006379
5007181,Sony Alkaline Stamina AA 1's,AM3-S12D,AM3-S12D,1.7D,0,,,,BATTERIES,8562010390
5007949,Betckey Dymo 30256 Labels,B-30256,B-30256,1.7D,0,,,,LABELS,2-100637
5007112,Seagate Expansion 1TB USB3.0,STEA1000400,STEA1000400,1.7D,0,,,,EXT HD,7.64E+11
5009234,Motoma Alkaline 9V Battery,LR9V-1B,LR9V-1B,1.7D,0,,,,BATTERIES,6.94E+12
5009233,Motoma AA 4PK Batteries,LR6-4B,LR6-4B,1.7D,0,,,,BATTERIES,6.94E+12
5009362,WD Elements 4TB USB3.0,WDBU6Y0040BBK,WDBU6Y0040BBK-WESN,1.7D,0,,,,EXT HD,7.18E+11
5007496,Seagate Backup Plus Slim 2TB,STDR2000101,STDR2000101,1.7D,0,,,,EXT HD,7.64E+11
5007014,Seagate Expansion 4TB,STEA4000400,STEA4000400,1.7D,0,,,,EXT HD,7.64E+11
5010320,Arcade1Up Fast & Furious,ARCADE1UP F&F,ARCADE1UP F&F,1.7D,0,,,,ARCADE,1.96E+11
5008326,Face Shields with Glasses Fram,"Fashionable, Sa","Fashionable, Safe Face Shields",1.8A,0,,,,ACCESSORIE,2-100780
5007407,RavPower USB C 30W Wall Chargr,RP-PC120,RP-PC120,1.8A,0,,,,PHONE ACC,X0028Q0HJ9
5007541,Kingston 16GB DDR4-2666 UDIMM,KVR26N19D8/16,KVR26N19D8/16,1.8A,0,,,,MEMORY,7.41E+11
5007542,Kingston DTLPG3/16GB USB3,DTLPG3/16GB,DTLPG3/16GB,1.8A,0,,,,FLMEMUSB,7.41E+11
5007651,WD Purple 64GB Micro SD,WDD064G1P0A-85H,WDD064G1P0A-85H4Z0,1.8A,0,,,,FLMEM,7.18E+11
5008653,Fujitsu ScanSnap iX1400 Scaner,PA03820-B235,PA03820-B235,1.8A,0,,,,SCANNER,97564309786
5001381,"DYMO Label 1"" x 2-1/8"" 30336",HL-30336,HL-30336,1.8C,0,,,,LABELS,6.29E+11
5009947,Anker Eufy RoboVac G32 Pro,T2259Z11,T2259Z11,1.8C,0,,,,SMARTSWITC,1.95E+11
5003340,HP 85A 2PK Black,CE285AD,CE285AD,2.1A,0,,,,TONER,8.86E+11
4105,HP 35A Black CB435A Toner,CB435A,CB435A,2.1A,0,,,,TONER,8.83E+11
5009182,HP 215A Magenta W2313A Toner,W2313A,W2313A,2.1A,0,,,,TONER,1.94E+11
5009181,HP 215A Yellow W2312A Toner,W2312A,W2312A,2.1A,0,,,,TONER,1.94E+11
5000581,HP 85A Black,CE285A,CE285A,2.1A,0,,,,TONER,8.84E+11
5010785,HP 222A Black Toner,W2220A,W2220A,2.1A,6,6,1,,TONER,1.95E+11
5010786,HP 222A Cyan Toner,W2221A,W2221A,2.1A,3,3,1,,TONER,1.95E+11
5010788,HP 222A Magenta Toner,W2223A,W2223A,2.1A,3,3,1,,TONER,1.95E+11
2810,HP 49A Black Q5949A Toner,Q5949A,Q5949A,2.1B,0,,,,TONER,8.29E+11
5006718,HP 48A Black CF248A Toner,CF248A,CF248A,2.1B,0,,,,TONER,1.91E+11
5004578,HP CP1025 Imaging Unit CE314A,CE314A,CE314A,2.1B,0,,,,TONER,8.85E+11
5004862,HP 201A Cyan CF401A Toner,CF401A,CF401A,2.1B,0,,,,TONER,8.89E+11
5008349,HP 414A Yellow W2022A Toner,W2022A,W2022A,2.1B,4,4,1,,TONER,1.92E+11
5009180,HP 215A Cyan W2311A Toner,W2311A,W2311A,2.1B,4,4,1,,TONER,1.94E+11
5006112,HP 202A Black CF500A Toner,CF500A,CF500A,2.1B,2,2,1,,TONER,1.91E+11
5008350,HP 414A Magenta W2023A Toner,W2023A,W2023A,2.1B,0,,,,TONER,1.92E+11
5008351,HP 414A Cyan W2021A Toner,W2021A,W2021A,2.1B,0,,,,TONER,1.92E+11
5004859,HP 410A Yellow CF412A Toner,CF412A,CF412A,2.2B,1,1,,,TONER,8.89E+11
5007647,HP CF219A Imaging Unit 19A,CF219A,CF219A,2.1C,0,,,,TONER,8.90E+11
5004860,HP 410A Magenta CF413A Toner,CF413A,CF413A,2.1C,0,,,,TONER,8.89E+11
5008376,HP 414X Black W2020XToner,W2020X,W2020X,2.1C,0,,,,TONER,1.92E+11
5006868,HP 204A Black,CF510A,CF510A,2.1C,0,,,,TONER,1.91E+11
5006115,HP 202A Cyan CF501A Toner,CF501A,CF501A,2.1C,0,,,,TONER,1.91E+11
5009722,HP 104A Black Imaging Drum,W1104A,W1104A,2.1C,2,2,1,,TONER,1.93E+11
5004863,HP 26A Black CF226A Toner,CF226A,CF226A,2.1C,2,2,1,,TONER,8.89E+11
5006870,HP 204A Cyan,CF511A,CF511A,2.1C,2,2,1,,TONER,1.91E+11
5006871,HP 204A Yellow,CF512A,CF512A,2.1C,1,1,1,,TONER,1.91E+11
5010787,HP 222A Yellow Toner,W2222A,W2222A,2.1C,2,2,1,,TONER,1.95E+11
5000245,HP 42A Black Q5942A Toner,Q5942A,Q5942A,2.1D,0,,,,TONER,8.29E+11
5000246,HP 64A Black CC364A Toner,CC364A,CC364A,2.1D,0,,,,TONER,8.84E+11
5000363,HP 42X Black Q5942X Toner,Q5942X,Q5942X,2.1D,0,,,,TONER,8.29E+11
1802,HP 308A Black Toner,Q2670A,Q2670A,2.1D,0,,,,TONER,8.09E+11
5000652,HP 49X Black Q5949X Toner,Q5949X,Q5949X,2.1D,0,,,,TONER,8.29E+11
5003384,Canon 145 Black Ink,8275B001AA,8275B001AA,2.2A,0,,,,INK CARTRI,13803215465
5004179,HP 312A Yellow CF382A Toner,CF382A,CF382A,2.2A,0,,,,TONER,8.87E+11
5010470,HP 150A Black W1500A Toner,W1500A,W1500A,2.2A,41,41,1,,TONER,1.95E+11
5011033,HP 151A Black Toner,W1510A,W1510A,2.2B,1,1,,,TONER,1.95E+11
5002366,HP 80A Black CF280A Toner,CF280A,CF280A,2.2B,0,,,,TONER,8.86E+11
5001248,HP 126A Black CE310A Toner,CE310A,CE310A,2.2B,0,,,,TONER,8.85E+11
5009869,HP 145A Black W1450AToner,W1450A,W1450A,2.2B,0,,,,TONER,1.95E+11
5004861,HP 201A Black CF400A Toner,CF400A,CF400A,2.2B,0,,,,TONER,8.89E+11
5000483,HP 78A Black CE278A Toner,CE278A,CE278A,2.2B,0,,,,TONER,8.84E+11
